id,gender,masterCategory,subCategory,baseColour,usage,productDisplayName,price,sale_price,discount_rate,S_stock,M_stock,L_stock,XL_stock,season
e118.jpg,Young Male,Apparel,Bottomwear,Tan Brown,Vintage,Men's Classic Wide-Leg Pleated Chinos,1.100TL,1.100TL,0%,In Stock,Low Stock,In Stock,In Stock,4 Seasons
e119.jpg,Young Male,Apparel,Bottomwear,Dark Khaki,Vintage,Men's Multi-Pocket Vintage Cargo Pants,1.300TL,1.040TL,20%,Low Stock,In Stock,In Stock,Low Stock,4 Seasons
e120.jpg,Young Male,Apparel,Topwear,Multi-Color,Vintage,Men's Horizontal Striped Retro T-Shirt,480TL,384TL,20%,In Stock,In Stock,In Stock,In Stock,Spring/Summer
e121.jpg,Boys,Apparel,Topwear,Indigo Blue,Casual,Boys Denim Long Sleeve Button Shirt,650TL,520TL,20%,In Stock,In Stock,Low Stock,Out of Stock,4 Seasons
e122.jpg,Boys,Apparel,Bottomwear,Blue Denim,Casual,Boys Classic Comfort Fit Jeans,550TL,550TL,0%,In Stock,In Stock,In Stock,Low Stock,4 Seasons
e123.jpg,Boys,Apparel,Topwear,Grey Melange,Casual,Boys Rocket Embroidered Cotton T-Shirt,350TL,280TL,20%,In Stock,Low Stock,Out of Stock,In Stock,Spring/Summer
e124.jpg,Boys,Apparel,Bottomwear,Beige,Casual,Boys Classic Chino Trousers,580TL,464TL,20%,Low Stock,In Stock,In Stock,Out of Stock,4 Seasons
e125.jpg,Boys,Apparel,Topwear,Multi-Color,Casual,Boys Red and Navy Checked Flannel Shirt,620TL,620TL,0%,In Stock,Low Stock,In Stock,In Stock,Autumn/Winter
e126.jpg,Boys,Apparel,Outerwear,Mustard,Casual,Boys Hooded Zip-Up Sweatshirt,750TL,600TL,20%,In Stock,In Stock,Low Stock,Low Stock,Autumn/Winter
e127.jpg,Boys,Apparel,Bottomwear,Khaki Green,Casual,Boys Multi-Pocket Cargo Trousers,600TL,480TL,20%,Out of Stock,In Stock,In Stock,In Stock,4 Seasons
e128.jpg,Boys,Apparel,Topwear,Navy Blue,Casual,Boys Cycling Bear Printed T-Shirt,350TL,350TL,0%,In Stock,In Stock,Out of Stock,Low Stock,Spring/Summer
e129.jpg,Boys,Apparel,Bottomwear,Dark Grey,Casual,Boys Drawstring Elastic Waist Jogger,480TL,384TL,20%,Low Stock,Low Stock,In Stock,In Stock,4 Seasons
e130.jpg,Boys,Apparel,Outerwear,Navy Blue,Casual,Boys Lightweight Windbreaker Zipper Jacket,850TL,850TL,0%,In Stock,Out of Stock,Low Stock,In Stock,Spring/Autumn
e131.jpg,Boys,Apparel,Topwear,White,Formal,Boys Classic Cotton Oxford Button-Down Shirt,680TL,544TL,20%,In Stock,In Stock,Low Stock,Out of Stock,4 Seasons
e132.jpg,Boys,Apparel,Bottomwear,Navy Blue,Formal,Boys Tailored Pleated Dress Trousers,750TL,750TL,0%,In Stock,Low Stock,In Stock,In Stock,4 Seasons
e133.jpg,Boys,Apparel,Topwear,Light Blue,Formal,Boys Fine Striped Classic Dress Shirt,650TL,520TL,20%,In Stock,In Stock,Out of Stock,Low Stock,4 Seasons
e134.jpg,Boys,Apparel,Bottomwear,Beige,Formal/Casual,Boys Premium Comfort Chino Trousers,620TL,496TL,20%,Low Stock,In Stock,In Stock,Out of Stock,4 Seasons
e135.jpg,Boys,Apparel,Outerwear,Navy Blue,Formal,Boys Classic Two-Button Blazer Jacket,1.100TL,1.100TL,0%,In Stock,Out of Stock,In Stock,In Stock,4 Seasons
e136.jpg,Boys,Apparel,Topwear,Light Grey,Formal/Casual,Boys Fine Knit V-Neck Sweater,580TL,464TL,20%,In Stock,Low Stock,Low Stock,In Stock,Autumn/Winter
e137.jpg,Boys,Apparel,Bottomwear,Grey,Formal,Boys Formal Herringbone Suit Trousers,720TL,576TL,20%,Out of Stock,In Stock,In Stock,Low Stock,Autumn/Winter
e138.jpg,Boys,Apparel,Topwear,Multi-Color,Formal/Casual,Boys Nautical Striped Polo Neck T-Shirt,420TL,420TL,0%,In Stock,In Stock,Low Stock,In Stock,Spring/Summer
e139.jpg,Boys,Apparel,Bottomwear,Dark Blue,Formal/Casual,Boys Straight Cut Classic Dark Wash Jeans,590TL,472TL,20%,Low Stock,In Stock,In Stock,Out of Stock,4 Seasons
e140.jpg,Boys,Apparel,Outerwear,Khaki Beige,Formal/Casual,Boys Smart Harrington Style Cotton Jacket,890TL,890TL,0%,In Stock,Low Stock,In Stock,Low Stock,Spring/Autumn
e141.jpg,Boys,Apparel,Topwear,Ecru,Minimalist,Boys Minimalist Linen Grandad Collar Shirt,690TL,552TL,20%,In Stock,In Stock,Low Stock,Out of Stock,Spring/Summer
e142.jpg,Boys,Apparel,Bottomwear,Dark Grey,Minimalist,Boys Slim Fit Solid Chino Trousers,640TL,640TL,0%,In Stock,Low Stock,In Stock,In Stock,4 Seasons
e143.jpg,Boys,Apparel,Topwear,Slate Grey,Minimalist,Boys Essential Pure Cotton Crew Neck T-Shirt,340TL,272TL,20%,In Stock,In Stock,Out of Stock,Low Stock,Spring/Summer
e144.jpg,Boys,Apparel,Bottomwear,Cream,Minimalist,Boys Classic Tailored Cotton Trousers,650TL,520TL,20%,Low Stock,In Stock,In Stock,Out of Stock,4 Seasons
e145.jpg,Boys,Apparel,Topwear,Sage Green,Minimalist,Boys Premium Fine Knit Crew Neck Sweater,720TL,720TL,0%,In Stock,Out of Stock,In Stock,In Stock,Autumn/Winter
e146.jpg,Boys,Apparel,Outerwear,Light Grey,Smart Casual,Boys Unstructured Soft Knit Blazer Jacket,950TL,760TL,20%,In Stock,Low Stock,Low Stock,In Stock,4 Seasons
e147.jpg,Boys,Apparel,Bottomwear,Black,Minimalist,Boys Sleek Tailored No-Pocket Trousers,620TL,496TL,20%,Out of Stock,In Stock,In Stock,Low Stock,4 Seasons
e148.jpg,Boys,Apparel,Topwear,Navy Blue,Smart Casual,Boys Minimalist Solid Cotton Polo Shirt,420TL,420TL,0%,In Stock,In Stock,Low Stock,In Stock,Spring/Summer
e149.jpg,Boys,Apparel,Bottomwear,Light Melange,Minimalist,Boys Clean Cut Soft Fleece Jogger Pants,520TL,416TL,20%,Low Stock,In Stock,In Stock,Out of Stock,4 Seasons
e150.jpg,Boys,Apparel,Outerwear,Taupe,Minimalist,Boys Lightweight Matte Finish Bomber Jacket,890TL,890TL,0%,In Stock,Low Stock,In Stock,Low Stock,Spring/Autumn
e151.jpg,Boys,Apparel,Topwear,White,Sportswear,Boys Graphic Print Cotton Hooded Sweatshirt,550TL,440TL,20%,In Stock,In Stock,Low Stock,Out of Stock,Autumn/Winter
e152.jpg,Boys,Apparel,Bottomwear,Black,Sportswear,Boys Athletic Track Pants with Blue Side Stripes,480TL,480TL,0%,In Stock,Low Stock,In Stock,In Stock,4 Seasons
e153.jpg,Boys,Apparel,Topwear,Blue,Sportswear,Boys Quick-Dry Breathable Mesh Sport T-Shirt,320TL,256TL,20%,In Stock,In Stock,Out of Stock,Low Stock,Spring/Summer
e154.jpg,Boys,Apparel,Bottomwear,Lime Green,Sportswear,Boys Lightweight Active Training Shorts,350TL,280TL,20%,Low Stock,In Stock,In Stock,Out of Stock,Spring/Summer
e155.jpg,Boys,Apparel,Outerwear,Navy Blue,Sportswear,Boys Classic Zip-Up Track Jacket with White Stripes,690TL,690TL,0%,In Stock,Out of Stock,In Stock,In Stock,4 Seasons
e156.jpg,Boys,Apparel,Topwear,Orange,Sportswear,Boys 'RUN' Graphic Crew Neck Fleece Sweatshirt,520TL,416TL,20%,In Stock,Low Stock,Low Stock,In Stock,Autumn/Winter
e157.jpg,Boys,Apparel,Bottomwear,Dark Grey,Sportswear,Boys Performance Tracksuit Bottoms with Zip Pocket,490TL,392TL,20%,Out of Stock,In Stock,In Stock,Low Stock,4 Seasons
e158.jpg,Boys,Apparel,Topwear,Red,Sportswear,Boys Cotton Sport Polo Shirt with Collar Detail,380TL,380TL,0%,In Stock,In Stock,Low Stock,In Stock,Spring/Summer
e159.jpg,Boys,Apparel,Bottomwear,Light Grey,Sportswear,Boys Ergonomic Seam Detail Melange Jogger Pants,460TL,368TL,20%,Low Stock,In Stock,In Stock,Out of Stock,4 Seasons
e160.jpg,Boys,Apparel,Outerwear,Steel Blue,Sportswear,Boys Multi-Pocket Technical Windbreaker Jacket,790TL,790TL,0%,In Stock,Low Stock,In Stock,Low Stock,Spring/Autumn
e161.jpg,Boys,Apparel,Topwear,Indigo Blue,Smart Casual,Boys Premium Oxford Cotton Long Sleeve Shirt,720TL,576TL,20%,In Stock,In Stock,Low Stock,Out of Stock,4 Seasons
e162.jpg,Boys,Apparel,Bottomwear,Dark Blue,Smart Casual,Boys Slim Fit Dark Wash Tailored Jeans,680TL,680TL,0%,In Stock,Low Stock,In Stock,In Stock,4 Seasons
e163.jpg,Boys,Apparel,Topwear,Anthracite,Smart Casual,Boys Premium Solid Crew Neck T-Shirt,390TL,312TL,20%,In Stock,In Stock,Out of Stock,Low Stock,Spring/Summer
e164.jpg,Boys,Apparel,Bottomwear,Caramel,Formal/Casual,Boys Tailored Chino Trousers with Pockets,690TL,552TL,20%,Low Stock,In Stock,In Stock,Out of Stock,4 Seasons
e165.jpg,Boys,Apparel,Topwear,Multi-Color,Smart Casual,Boys Blue Plaid Button-Down Dress Shirt,750TL,750TL,0%,In Stock,Out of Stock,In Stock,In Stock,Autumn/Winter
e166.jpg,Boys,Apparel,Outerwear,Camel,Sports,Boys Fine Knit Hooded Cardigan Jacket,890TL,712TL,20%,In Stock,Low Stock,Low Stock,In Stock,Autumn/Winter
e167.jpg,Boys,Apparel,Bottomwear,Olive Green,Smart Casual,Boys Modern Soft Cargo Trousers,650TL,520TL,20%,Out of Stock,In Stock,In Stock,Low Stock,4 Seasons
e168.jpg,Boys,Apparel,Topwear,Dark Green,Formal/Casual,Boys Classic Cotton Polo Neck T-Shirt,450TL,450TL,0%,In Stock,In Stock,Low Stock,In Stock,Spring/Summer
e169.jpg,Boys,Apparel,Bottomwear,Charcoal,Sports,Boys Slim Fit Elastic Knit Jogger Trousers,590TL,472TL,20%,Low Stock,In Stock,In Stock,Out of Stock,4 Seasons
e170.jpg,Boys,Apparel,Outerwear,Stone Grey,Formal/Casual,Boys Sleek Lightweight Bomber Jacket,950TL,950TL,0%,In Stock,Low Stock,In Stock,Low Stock,Spring/Autumn
e171.jpg,Boys,Apparel,Topwear,Light Indigo,Vintage,Boys Vintage Washed Denim Long Sleeve Shirt,680TL,544TL,20%,In Stock,In Stock,Low Stock,Out of Stock,4 Seasons
e172.jpg,Boys,Apparel,Bottomwear,Light Blue,Vintage,Boys Retro Distressed Relaxed Fit Jeans,720TL,720TL,0%,In Stock,Low Stock,In Stock,In Stock,4 Seasons
e173.jpg,Boys,Apparel,Topwear,Grey Melange,Vintage,Boys Wilderness Explorer Retro Graphic T-Shirt,380TL,304TL,20%,In Stock,In Stock,Out of Stock,Low Stock,Spring/Summer
e174.jpg,Boys,Apparel,Bottomwear,Mustard,Vintage,Boys Classic Corduroy Pleated Trousers,650TL,520TL,20%,Low Stock,In Stock,In Stock,Out of Stock,Autumn/Winter
e175.jpg,Boys,Apparel,Topwear,Multi-Color,Vintage,Boys Red and Navy Heritage Plaid Flannel Shirt,640TL,640TL,0%,In Stock,Out of Stock,In Stock,In Stock,Autumn/Winter
e176.jpg,Boys,Apparel,Outerwear,Olive Green,Vintage,Boys Shavl Collar Waffle Knit Cardigan Jacket,890TL,712TL,20%,In Stock,Low Stock,Low Stock,In Stock,Autumn/Winter
e177.jpg,Boys,Apparel,Bottomwear,Khaki Green,Vintage,Boys Retro Multi-Pocket Heavy Cotton Cargo Pants,620TL,496TL,20%,Out of Stock,In Stock,In Stock,Low Stock,4 Seasons
e178.jpg,Boys,Apparel,Topwear,Faded Blue,Vintage,Boys Vintage Tint Cotton Polo Neck T-Shirt,420TL,420TL,0%,In Stock,In Stock,Low Stock,In Stock,Spring/Summer
e179.jpg,Boys,Apparel,Bottomwear,Faded Navy,Vintage,Boys Acid Wash Soft Knit Jogger Trousers,540TL,432TL,20%,Low Stock,In Stock,In Stock,Out of Stock,4 Seasons
e180.jpg,Boys,Apparel,Outerwear,Olive Green,Vintage,Boys Military Style Multi-Pocket Utility Jacket,980TL,980TL,0%,In Stock,Low Stock,In Stock,Low Stock,Spring/Autumn
k1.jpg,Girls,Apparel,Bottomwear,Multi-Color,Casual,Floral Printed Cotton Flared Skirt,450TL,360TL,20%,In Stock,In Stock,Low Stock,Out of Stock,Spring/Summer
k2.jpg,Girls,Apparel,Bottomwear,Indigo Blue,Casual,Tiered Denim Jean Skirt,550TL,550TL,0%,In Stock,Out of Stock,In Stock,Low Stock,4 Seasons
k3.jpg,Girls,Apparel,One-Piece,Navy Blue,Casual,Striped Short Sleeve Jersey Dress,600TL,420TL,30%,In Stock,In Stock,In Stock,Out of Stock,Spring/Summer
k4.jpg,Girls,Apparel,Bottomwear,Light Blue,Casual,Classic Fit Relaxed Jean Pants,750TL,600TL,20%,Low Stock,In Stock,Out of Stock,In Stock,4 Seasons
k5.jpg,Girls,Apparel,Topwear,Powder Pink,Casual,Short Sleeve Basic Poplin Shirt,400TL,320TL,20%,In Stock,Low Stock,In Stock,In Stock,Spring/Summer
k6.jpg,Girls,Apparel,Topwear,Dark Blue,Casual,Polka Dot Short Sleeve Denim Shirt,500TL,450TL,10%,In Stock,In Stock,Out of Stock,Low Stock,4 Seasons
k7.jpg,Girls,Apparel,Bottomwear,Khaki Green,Casual,Multi-Pocket Canvas Cargo Pants,650TL,650TL,0%,In Stock,Low Stock,In Stock,In Stock,Autumn/Winter
k8.jpg,Girls,Apparel,Topwear,White,Casual,Rainbow Embroidered Cotton T-Shirt,250TL,200TL,20%,In Stock,In Stock,In Stock,Low Stock,Spring/Summer
k9.jpg,Girls,Apparel,Topwear,Yellow,Casual,Minimal Heart Printed Jersey T-Shirt,250TL,175TL,30%,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Spring/Summer
k10.jpg,Girls,Apparel,Outerwear,Dusty Rose,Casual,Hooded Zippered Cotton Jacket,850TL,680TL,20%,In Stock,In Stock,Low Stock,In Stock,Autumn/Winter
k11.jpg,Girls,Apparel,Bottomwear,Navy/Plaid,Classic,Pleated Tartan Check School Skirt,650TL,520TL,20%,In Stock,In Stock,Low Stock,Out of Stock,Autumn/Winter
k12.jpg,Girls,Apparel,Bottomwear,Burgundy,Classic,Velvet Textured Elegant Pleated Skirt,700TL,700TL,0%,Low Stock,In Stock,Out of Stock,Low Stock,Autumn/Winter
k13.jpg,Girls,Apparel,One-Piece,Ecru/Pearl,Classic,Tweed Textured Pearled Pinafore Dress,1.100TL,880TL,20%,In Stock,In Stock,Low Stock,In Stock,Autumn/Winter
k14.jpg,Girls,Apparel,Bottomwear,Taba/Brown,Classic,Ribbed Corduroy Classic Fit Pants,750TL,600TL,20%,In Stock,Low Stock,In Stock,In Stock,Autumn/Winter
k15.jpg,Girls,Apparel,Bottomwear,Anthracite,Classic,Wool Blend Straight Leg Trousers,800TL,560TL,30%,In Stock,In Stock,Low Stock,In Stock,Autumn/Winter
k16.jpg,Girls,Apparel,Topwear,White,Classic,Bow Detailed Peter Pan Collar Shirt,550TL,495TL,10%,In Stock,In Stock,In Stock,Low Stock,4 Seasons
k17.jpg,Girls,Apparel,Topwear,Dusty Rose,Classic,Mandarin Collar Pleat Detailed Satin Shirt,600TL,600TL,0%,In Stock,Low Stock,In Stock,In Stock,4 Seasons
k18.jpg,Girls,Apparel,Topwear,Emerald Green,Classic/Chic,Cable Knit Fine Mercerized T-Shirt,450TL,315TL,30%,Low Stock,In Stock,Out of Stock,Low Stock,Autumn/Winter
k19.jpg,Girls,Apparel,Topwear,Navy/White,Classic/Casual,Striped Classic Jersey T-Shirt,350TL,350TL,0%,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Spring/Summer
k20.jpg,Girls,Apparel,Outerwear,Midnight Blue,Classic,Metal Buttoned Wool Double-Breasted Jacket,1.400TL,1.120TL,20%,In Stock,In Stock,Low Stock,In Stock,Autumn/Winter
k21.jpg,Girls,Apparel,Bottomwear,Dusty Pink,Minimal/Casual,Straight Cut Cotton Pleated Skirt,400TL,320TL,20%,In Stock,In Stock,Low Stock,In Stock,Spring/Summer
k22.jpg,Girls,Apparel,Bottomwear,Beige,Minimal/Casual,Linen Blend Simple Flared Skirt,450TL,450TL,0%,In Stock,Low Stock,In Stock,Out of Stock,Spring/Summer
k23.jpg,Girls,Apparel,One-Piece,Navy Blue,Minimal/Casual,Muslin Fabric Relaxed Fit Dress,700TL,490TL,30%,Low Stock,In Stock,In Stock,In Stock,Spring/Summer
k24.jpg,Girls,Apparel,Bottomwear,Sage Green,Minimal/Sport,Basic Cotton Jogger Pants,500TL,400TL,20%,In Stock,In Stock,Out of Stock,Low Stock,4 Seasons
k25.jpg,Girls,Apparel,Bottomwear,Light Grey,Minimal/Casual,Ribbed Stretchy Elastic Pants,350TL,280TL,20%,In Stock,Low Stock,In Stock,In Stock,4 Seasons
k26.jpg,Girls,Apparel,Topwear,White,Minimal/Formal,Short Sleeve Classic Poplin Shirt,450TL,405TL,10%,In Stock,In Stock,Low Stock,Out of Stock,Spring/Summer
k27.jpg,Girls,Apparel,Topwear,Misty Blue,Minimal/Casual,Oversized Linen Long Sleeve Shirt,550TL,550TL,0%,Low Stock,In Stock,Out of Stock,In Stock,Spring/Summer
k28.jpg,Girls,Apparel,Topwear,Ecru,Minimal/Casual,Organic Cotton Plain Basic T-Shirt,250TL,175TL,30%,In Stock,In Stock,Low Stock,In Stock,Spring/Summer
k29.jpg,Girls,Apparel,Topwear,Anthracite,Minimal/Casual,Ribbed Half Sleeve Modern T-Shirt,250TL,250TL,0%,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Spring/Summer
k30.jpg,Girls,Apparel,Outerwear,Light Indigo,Minimal/Casual,Minimal Cut Buttoned Denim Jacket,800TL,640TL,20%,In Stock,Low Stock,In Stock,In Stock,4 Seasons
k31.jpg,Girls,Apparel,Bottomwear,Purple/Fuchsia,Sport,Performance Tennis Skort,650TL,520TL,20%,In Stock,In Stock,Out of Stock,Low Stock,Spring/Summer
k32.jpg,Girls,Apparel,Bottomwear,Navy Blue,Sport,Mesh Detailed Pleated Sporty Skirt,600TL,600TL,0%,In Stock,Low Stock,In Stock,In Stock,Spring/Summer
k33.jpg,Girls,Apparel,One-Piece,Coral,Sport,Athletic Fit Numbered Jersey Dress,750TL,525TL,30%,Low Stock,In Stock,In Stock,Out of Stock,Spring/Summer
k34.jpg,Girls,Apparel,Bottomwear,Dark Grey,Sport,Side Striped Relaxed Fit Sweatpants,550TL,440TL,20%,In Stock,In Stock,Low Stock,In Stock,Autumn/Winter
k35.jpg,Girls,Apparel,Bottomwear,Black,Sport,High-Waisted Shaping Sports Leggings,450TL,360TL,20%,In Stock,Low Stock,In Stock,In Stock,4 Seasons
k36.jpg,Girls,Apparel,Topwear,White,Sport/Casual,Short Sleeve Tech Fabric Polo Shirt,500TL,450TL,10%,In Stock,In Stock,Out of Stock,Low Stock,Spring/Summer
k37.jpg,Girls,Apparel,Topwear,Mint Green,Sport/Casual,Plaid Patterned Lightweight Sport Shirt,600TL,540TL,10%,Low Stock,In Stock,In Stock,Out of Stock,4 Seasons
k38.jpg,Girls,Apparel,Topwear,Neon Yellow,Sport,"""RUN"" Graphic Printed Running T-Shirt",400TL,280TL,30%,In Stock,Low Stock,In Stock,In Stock,Spring/Summer
k39.jpg,Girls,Apparel,Topwear,Royal Blue,Sport,"""SPORTS"" Typographic Printed T-Shirt",350TL,350TL,0%,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Spring/Summer
k40.jpg,Girls,Apparel,Outerwear,Multi-Color,Sport,Zippered Functional Training Jacket,950TL,760TL,20%,In Stock,In Stock,Low Stock,In Stock,4 Seasons
k41.jpg,Girls,Apparel,Bottomwear,Silver Grey,Formal/Chic,Sequin Embroidered Tulle Princess Skirt,750TL,600TL,20%,In Stock,Low Stock,In Stock,Out of Stock,4 Seasons
k42.jpg,Girls,Apparel,Bottomwear,Emerald Green,Formal/Chic,Buckled Luxury Velvet Skirt,800TL,800TL,0%,Low Stock,In Stock,Out of Stock,Low Stock,Autumn/Winter
k43.jpg,Girls,Apparel,One-Piece,Midnight Blue,Formal/Chic,Lace Detailed Pearl Belted Evening Dress,1.250TL,1.000TL,20%,In Stock,In Stock,Low Stock,In Stock,4 Seasons
k44.jpg,Girls,Apparel,Bottomwear,Ecru/White,Formal/Chic,Classic Fit Tailored Trousers,700TL,630TL,10%,In Stock,In Stock,In Stock,Low Stock,4 Seasons
k45.jpg,Girls,Apparel,Bottomwear,Dusty Rose,Formal/Chic,Shiny Satin Wide-Leg Pants,850TL,595TL,30%,In Stock,Out of Stock,In Stock,In Stock,4 Seasons
k46.jpg,Girls,Apparel,Topwear,Pure White,Formal/Chic,Bow Tie Neck Chiffon Shirt,600TL,540TL,10%,In Stock,Low Stock,In Stock,Out of Stock,4 Seasons
k47.jpg,Girls,Apparel,Topwear,Cream/Ivory,Formal/Chic,Lace Embroidered Vintage Cotton Shirt,650TL,650TL,0%,In Stock,In Stock,Low Stock,In Stock,4 Seasons
k48.jpg,Girls,Apparel,Topwear,Metallic Blue,Chic/Casual,Crown Embroidered Knit T-Shirt,450TL,360TL,20%,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Spring/Summer
k49.jpg,Girls,Apparel,Topwear,Powder Pink,Chic/Casual,Embroidered Collar Elegant T-Shirt,450TL,315TL,30%,In Stock,In Stock,Low Stock,In Stock,Spring/Summer
k50.jpg,Girls,Apparel,Outerwear,Beige/Gold,Formal/Chic,Chanel Style Tweed Jacket,1.500TL,1.200TL,20%,Low Stock,Out of Stock,In Stock,Low Stock,Autumn/Winter
k51.jpg,Girls,Apparel,Bottomwear,Cream/Floral,Vintage,Tiny Floral Patterned Cotton Flared Skirt,550TL,440TL,20%,In Stock,In Stock,Low Stock,In Stock,Spring/Summer
k52.jpg,Girls,Apparel,Bottomwear,Khaki Green,Vintage,Front Buttoned Corduroy Skirt,600TL,600TL,0%,In Stock,In Stock,Out of Stock,Low Stock,Autumn/Winter
k53.jpg,Girls,Apparel,One-Piece,Faded Blue,Vintage,Peter Pan Collar Polka Dot Nostalgic Dress,850TL,595TL,30%,Low Stock,In Stock,In Stock,Out of Stock,4 Seasons
k54.jpg,Girls,Apparel,Bottomwear,Light Blue,Vintage,High-Waisted Retro Wide-Leg Jeans,750TL,675TL,10%,In Stock,Low Stock,In Stock,In Stock,4 Seasons
k55.jpg,Girls,Apparel,Bottomwear,Brick Red,Vintage,Elastic Cuff Vintage Harem Pants,650TL,455TL,30%,In Stock,In Stock,Low Stock,In Stock,Autumn/Winter
k56.jpg,Girls,Apparel,Topwear,Ecru,Vintage,Embroidered Lace Collar Linen Shirt,500TL,400TL,20%,In Stock,Low Stock,In Stock,Out of Stock,Spring/Summer
k57.jpg,Girls,Apparel,Topwear,Brown/Beige,Vintage,Plaid Classic Flannel Shirt,550TL,550TL,0%,In Stock,In Stock,In Stock,Low Stock,Autumn/Winter
k58.jpg,Girls,Apparel,Topwear,Mustard Yellow,Vintage,Daisy Printed Distressed Effect T-Shirt,350TL,280TL,20%,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Spring/Summer
k59.jpg,Girls,Apparel,Topwear,Grey/Black,Vintage,Fine Striped Retro T-Shirt,300TL,210TL,30%,In Stock,Low Stock,In Stock,In Stock,Spring/Summer
k60.jpg,Girls,Apparel,Outerwear,Classic Blue,Vintage,Washed Look Retro Denim Jacket,950TL,760TL,20%,Low Stock,In Stock,Out of Stock,In Stock,4 Seasons
